budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,genres_parsed,keywords_parsed,num_genres,num_keywords,original_language_index,features,success,rawPrediction,probability,prediction
20000000,"""[{""""id"""": 27"," """"name"""": """"Horror""""}"," {""""id"""": 80"," """"name"""": """"Crime""""}]""",http://www.saw3dmovie.com,41439,"""[{""""id"""": 5385",0.0," {""""id"""": 14819"," """"name"""": """"violence""""}"," {""""id"""": 18054",0,0.0," """"name"""": """"tricycle""""}"," {""""id"""": 18057"," """"name"""": """"prosthetic arm""""}"," {""""id"""": 18058",0.0,0,,,-1,-1,557.0,"(8,[0,1,2,3],[20000000.0,-1.0,-1.0,557.0])",0,"[18.381708597213525,1.618291402786476]","[0.9190854298606762,0.08091457013932381]",0.0
70000000,"""[{""""id"""": 12"," """"name"""": """"Adventure""""}"," {""""id"""": 878"," """"name"""": """"Science Fiction""""}"," {""""id"""": 28"," """"name"""": """"Action""""}]""",http://www.avp-movie.com/,395.0,"""[{""""id"""": 83"," """"name"""": """"saving the world""""}"," {""""id"""": 1297",0,0.0," """"name"""": """"laserpointer""""}"," {""""id"""": 1826"," """"name"""": """"space marine""""}"," {""""id"""": 1949",0.0,0,,,-1,-1,9.0,"[70000000.0,-1.0,-1.0,9.0,395.0,0.0,0.0,0.0]",0,"[18.99724461037373,1.0027553896262715]","[0.9498622305186863,0.05013776948131357]",0.0
150000000,"""[{""""id"""": 18"," """"name"""": """"Drama""""}"," {""""id"""": 27"," """"name"""": """"Horror""""}"," {""""id"""": 53"," """"name"""": """"Thriller""""}]""",http://www.thewolfmanmovie.com/,7978.0,"""[{""""id"""": 494"," """"name"""": """"father son relationship""""}"," {""""id"""": 8250",0,0.0," """"name"""": """"remake""""}"," {""""id"""": 11004"," """"name"""": """"rural setting""""}"," {""""id"""": 12564",0.0,0,,,-1,-1,0.0,"(8,[0,1,2,4],[150000000.0,-1.0,-1.0,7978.0])",0,"[18.101444371840966,1.8985556281590326]","[0.9050722185920483,0.09492778140795163]",0.0
190000000,"""[{""""id"""": 28"," """"name"""": """"Action""""}]""",http://www.furious7.com/,168259,"""[{""""id"""": 830"," """"name"""": """"car race""""}"," {""""id"""": 3428",0.0," {""""id"""": 9748"," """"name"""": """"revenge""""}"," {""""id"""": 9937",0,0.0," """"name"""": """"car""""}"," {""""id"""": 40870"," """"name"""": """"race""""}"," {""""id"""": 205399",0.0,0,,,-1,-1,200.0,"(8,[0,1,2,3],[190000000.0,-1.0,-1.0,200.0])",0,"[18.93209544369964,1.0679045563003604]","[0.9466047721849821,0.05339522781501802]",0.0
17000000,"""[{""""id"""": 27"," """"name"""": """"Horror""""}"," {""""id"""": 53"," """"name"""": """"Thriller""""}]""",http://theapparition.warnerbros.com,79694,"""[{""""id"""": 1706",0.0," {""""id"""": 6152"," """"name"""": """"supernatural""""}"," {""""id"""": 9853",0,0.0," """"name"""": """"haunting""""}"," {""""id"""": 10941"," """"name"""": """"disappearance""""}"," {""""id"""": 13073",0.0,0,,,-1,-1,293.0,"(8,[0,1,2,3],[17000000.0,-1.0,-1.0,293.0])",0,"[19.125838751860247,0.8741612481397545]","[0.9562919375930123,0.04370806240698773]",0.0
180000000,"""[{""""id"""": 28"," """"name"""": """"Action""""}"," {""""id"""": 12"," """"name"""": """"Adventure""""}]""",http://legendoftarzan.com,258489,"""[{""""id"""": 409",0.0," {""""id"""": 5650"," """"name"""": """"feral child""""}"," {""""id"""": 7347",0,0.0," """"name"""": """"jungle""""}"," {""""id"""": 158130"," """"name"""": """"animal attack""""}]""",en,0.0,0,,,-1,-1,264.0,"(8,[0,1,2,3],[180000000.0,-1.0,-1.0,264.0])",0,"[18.58148459186967,1.4185154081303277]","[0.9290742295934835,0.07092577040651639]",0.0
99000000,"""[{""""id"""": 16"," """"name"""": """"Animation""""}]""",http://www.peanutsmovie.com/,227973,"""[{""""id"""": 11825"," """"name"""": """"based on comic strip""""}"," {""""id"""": 18035",0.0," {""""id"""": 209714"," """"name"""": """"3d""""}"," {""""id"""": 210469",0,0.0," """"name"""": """"snoopy""""}]""",en,The Peanuts Movie,"Snoopy embarks upon his greatest mission as he and his team take to the skies to pursue their arch-nemesis, while his best pal Charlie Brown begins his own epic quest back home.",34.308098,0,,,-1,-1,72.0,"[99000000.0,-1.0,-1.0,72.0,0.0,0.0,34.30809783935547,0.0]",0,"[17.62502568718813,2.374974312811869]","[0.8812512843594066,0.11874871564059346]",0.0
30000000,"""[{""""id"""": 27"," """"name"""": """"Horror""""}"," {""""id"""": 28"," """"name"""": """"Action""""}"," {""""id"""": 53"," """"name"""": """"Thriller""""}"," {""""id"""": 878",0.0,http://www.darkesthourmovie.com/,71469,"""[{""""id"""": 14909",0,0.0," """"name"""": """"american abroad""""}"," {""""id"""": 186450"," """"name"""": """"moscow""""}"," {""""id"""": 221871",0.0,0,,,-1,-1,0.0,"(8,[0,1,2],[30000000.0,-1.0,-1.0])",0,"[16.907907526267095,3.0920924737329036]","[0.8453953763133548,0.15460462368664518]",0.0
75000000,"""[{""""id"""": 28"," """"name"""": """"Action""""}"," {""""id"""": 53"," """"name"""": """"Thriller""""}"," {""""id"""": 80"," """"name"""": """"Crime""""}]""",http://www.wantedmovie.com/,8909.0,"""[{""""id"""": 782"," """"name"""": """"assassin""""}"," {""""id"""": 1872",0,0.0," """"name"""": """"secret society""""}"," {""""id"""": 3045"," """"name"""": """"mission of murder""""}"," {""""id"""": 9748",0.0,0,,,-1,-1,5.0,"[75000000.0,-1.0,-1.0,5.0,8909.0,0.0,0.0,0.0]",0,"[18.432614467635425,1.567385532364576]","[0.9216307233817712,0.0783692766182288]",0.0
15000000,"""[{""""id"""": 10402"," """"name"""": """"Music""""}"," {""""id"""": 99"," """"name"""": """"Documentary""""}]""",http://www.u23dmovie.com/,37003,[],0.0,U2 3D,"""A 3-D presentation of U2's global """"Vertigo"""" tour. Shot at seven different shows"," this production employs the greatest number of 3-D cameras ever used for a single project.""",0,0.0," """"id"""": 11522}"," {""""name"""": """"3ality Digital Entertainment"""""," """"id"""": 80711}]""","""[{""""iso_3166_1"""": """"US""""",0.0,0,,,-1,-1,679.0,"(8,[0,1,2,3],[15000000.0,-1.0,-1.0,679.0])",0,"[18.751551585745936,1.248448414254061]","[0.937577579287297,0.06242242071270306]",0.0
0,"""[{""""id"""": 35"," """"name"""": """"Comedy""""}"," {""""id"""": 18"," """"name"""": """"Drama""""}"," {""""id"""": 10749"," """"name"""": """"Romance""""}]""",http://www.gooddeedsmovie.com/index.html,62008.0,"""[{""""id"""": 12532"," """"name"""": """"african american""""}"," {""""id"""": 14768",0,0.0," """"name"""": """"fianc\u00e9 fianc\u00e9e relationship""""}"," {""""id"""": 188950"," """"name"""": """"corporation""""}"," {""""id"""": 189141",0.0,0,,,-1,-1,4.0,"(8,[1,2,3,4],[-1.0,-1.0,4.0,62008.0])",0,"[17.303623776615996,2.6963762233840023]","[0.8651811888307999,0.1348188111692001]",0.0
38000000,"""[{""""id"""": 35"," """"name"""": """"Comedy""""}"," {""""id"""": 10749"," """"name"""": """"Romance""""}]""",http://howtobesinglemovie.com/,259694,"""[{""""id"""": 242",0.0," {""""id"""": 818"," """"name"""": """"based on novel""""}"," {""""id"""": 2864",0,0.0," """"name"""": """"single""""}]""",en,How to Be Single,"New York City is full of lonely hearts seeking the right match, and what Alice, Robin, Lucy, Meg, Tom and David all have in common is the need to learn how to be single in a world filled with ever-evolving definitions of love.",46.07837,0,,,-1,-1,255.0,"[38000000.0,-1.0,-1.0,255.0,0.0,0.0,46.078369140625,0.0]",0,"[16.418499427458332,3.581500572541666]","[0.8209249713729166,0.1790750286270833]",0.0
16000000,"""[{""""id"""": 53"," """"name"""": """"Thriller""""}"," {""""id"""": 28"," """"name"""": """"Action""""}"," {""""id"""": 878"," """"name"""": """"Science Fiction""""}]""",http://www.leftbehindmovie.com/,218043.0,"""[{""""id"""": 3800"," """"name"""": """"airplane""""}"," {""""id"""": 6548",0,0.0," """"name"""": """"remake""""}"," {""""id"""": 175103"," """"name"""": """"pilot hero""""}]""",en,0.0,0,,,-1,-1,1.0,"[16000000.0,-1.0,-1.0,1.0,218043.0,0.0,0.0,0.0]",0,"[17.761120516664462,2.2388794833355377]","[0.8880560258332231,0.11194397416677689]",0.0
0,"""[{""""id"""": 12"," """"name"""": """"Adventure""""}"," {""""id"""": 35"," """"name"""": """"Comedy""""}"," {""""id"""": 16"," """"name"""": """"Animation""""}]""",http://pourquoijaipasmangemonpere.com/,280391.0,"""[{""""id"""": 10336"," """"name"""": """"animation""""}"," {""""id"""": 34152",0,0.0," """"name"""": """"humanity""""}]""",fr,Pourquoi j'ai pas mangé mon père,"Based on the novel 'Evolution Man' by Roy Lewis, this tells the story about the first man - young Edward - to descend from apes. Edward is ejected by his tribe, but is very resourceful. He learns to walk, discovers fire, manages to hunt - and we follow him as he evolves. He has a generous nature, and search for true humanity - a world where we don't eat our fathers.",5.794466,0,,,-1,-1,11.0,"[0.0,-1.0,-1.0,11.0,280391.0,0.0,5.794466018676758,0.0]",0,"[18.963353439417975,1.0366465605820285]","[0.9481676719708986,0.05183232802910142]",0.0
70000000,"""[{""""id"""": 35"," """"name"""": """"Comedy""""}"," {""""id"""": 10749"," """"name"""": """"Romance""""}]""",http://www.couplesretreatmovie.com/,19899,"""[{""""id"""": 2041",0.0," {""""id"""": 2587"," """"name"""": """"married couple""""}"," {""""id"""": 5828",0,0.0," """"name"""": """"tahiti""""}"," {""""id"""": 8728"," """"name"""": """"couples therapy""""}"," {""""id"""": 9767",0.0,0,,,-1,-1,372.0,"(8,[0,1,2,3],[70000000.0,-1.0,-1.0,372.0])",0,"[19.086179605946825,0.913820394053176]","[0.9543089802973412,0.045691019702658806]",0.0
150000000,"""[{""""id"""": 12"," """"name"""": """"Adventure""""}"," {""""id"""": 35"," """"name"""": """"Comedy""""}"," {""""id"""": 10751"," """"name"""": """"Family""""}"," {""""id"""": 14",0.0,https://www.warnerbros.com/charlie-and-chocolate-factory,118,"""[{""""id"""": 212",0,0.0," """"name"""": """"father son relationship""""}"," {""""id"""": 715"," """"name"""": """"chocolate""""}"," {""""id"""": 730",0.0,0,,,-1,-1,3.0,"(8,[0,1,2,3],[150000000.0,-1.0,-1.0,3.0])",0,"[17.904418465095475,2.0955815349045213]","[0.8952209232547739,0.10477907674522609]",0.0
0,"""[{""""id"""": 35"," """"name"""": """"Comedy""""}"," {""""id"""": 10751"," """"name"""": """"Family""""}]""",http://www.ramonaandbeezus.com/,38843,"""[{""""id"""": 1156",0.0," {""""id"""": 10707"," """"name"""": """"mother daughter relationship""""}"," {""""id"""": 12335",0,0.0," """"name"""": """"father daughter relationship""""}"," {""""id"""": 179431"," """"name"""": """"duringcreditsstinger""""}"," {""""id"""": 187056",0.0,0,,,-1,-1,540.0,"(8,[1,2,3],[-1.0,-1.0,540.0])",0,"[18.369680206682418,1.6303197933175835]","[0.9184840103341209,0.08151598966587917]",0.0
8000000,"""[{""""id"""": 35"," """"name"""": """"Comedy""""}]""",http://disney.go.com/disneypictures/prom/index.html#home,51588,"""[{""""id"""": 641"," """"name"""": """"single parent""""}"," {""""id"""": 828",0.0," {""""id"""": 2098"," """"name"""": """"fountain""""}"," {""""id"""": 6054",0,0.0," """"name"""": """"high school""""}"," {""""id"""": 10266"," """"name"""": """"prom""""}"," {""""id"""": 15201",0.0,0,,,-1,-1,185.0,"(8,[0,1,2,3],[8000000.0,-1.0,-1.0,185.0])",0,"[18.609659095416585,1.3903409045834132]","[0.9304829547708293,0.06951704522917065]",0.0
12000000,"""[{""""id"""": 28"," """"name"""": """"Action""""}"," {""""id"""": 53"," """"name"""": """"Thriller""""}"," {""""id"""": 10752"," """"name"""": """"War""""}]""",http://www.actofvalor.com/,75674.0,"""[{""""id"""": 339"," """"name"""": """"submarine""""}"," {""""id"""": 3588",0,0.0," """"name"""": """"scuba diving""""}"," {""""id"""": 11115"," """"name"""": """"heroism""""}"," {""""id"""": 11219",0.0,0,,,-1,-1,13.0,"[12000000.0,-1.0,-1.0,13.0,75674.0,0.0,0.0,0.0]",0,"[19.08281437155033,0.9171856284496704]","[0.9541407185775166,0.04585928142248352]",0.0
40000000,"""[{""""id"""": 28"," """"name"""": """"Action""""}"," {""""id"""": 18"," """"name"""": """"Drama""""}"," {""""id"""": 53"," """"name"""": """"Thriller""""}"," {""""id"""": 10752",0.0,http://www.lonesurvivorfilm.com/,193756,"""[{""""id"""": 6091",0,0.0," """"name"""": """"survival""""}"," {""""id"""": 11219"," """"name"""": """"navy seal""""}"," {""""id"""": 162365",0.0,0,,,-1,-1,0.0,"(8,[0,1,2],[40000000.0,-1.0,-1.0])",0,"[16.965857069829877,3.034142930170124]","[0.8482928534914939,0.1517071465085062]",0.0
60000000,"""[{""""id"""": 80"," """"name"""": """"Crime""""}"," {""""id"""": 18"," """"name"""": """"Drama""""}"," {""""id"""": 28"," """"name"""": """"Action""""}"," {""""id"""": 53",0.0,http://gangstersquad.warnerbros.com/,82682,"""[{""""id"""": 12670",0,0.0," """"name"""": """"gangster""""}]""",en,Gangster Squad,"Los Angeles, 1949. Ruthless, Brooklyn-born mob king Mickey Cohen runs the show in this town, reaping the ill-gotten gains from the drugs, the guns, the prostitutes and — if he has his way — every wire bet placed west of Chicago. And he does it all with the protection of not only his own paid goons, but also the police and the politicians who are under his control. It’s enough to intimidate even the bravest, street-hardened cop… except, perhaps, for the small, secret crew of LAPD outsiders led by Sgt. John O’Mara and Jerry Wooters who come together to try to tear Cohen’s world apart.",29.041199,0,,,-1,-1,9.0,"[60000000.0,-1.0,-1.0,9.0,0.0,0.0,29.04119873046875,0.0]",0,"[18.838153701282824,1.1618462987171807]","[0.941907685064141,0.05809231493585903]",0.0
32500000,"""[{""""id"""": 35"," """"name"""": """"Comedy""""}"," {""""id"""": 10749"," """"name"""": """"Romance""""}]""",http://www.bridesmaidsmovie.com/,55721,"""[{""""id"""": 271",0.0," {""""id"""": 931"," """"name"""": """"jealousy""""}"," {""""id"""": 1721",0,0.0," """"name"""": """"materialism""""}"," {""""id"""": 3584"," """"name"""": """"bridesmaid""""}"," {""""id"""": 5248",0.0,0,,,-1,-1,354.0,"(8,[0,1,2,3],[32500000.0,-1.0,-1.0,354.0])",0,"[19.107740038950485,0.8922599610495152]","[0.9553870019475242,0.04461299805247576]",0.0
52000000,"""[{""""id"""": 18"," """"name"""": """"Drama""""}"," {""""id"""": 80"," """"name"""": """"Crime""""}]""",https://www.facebook.com/CatchMeIfYouCanMovie,640,"""[{""""id"""": 3202",0.0," {""""id"""": 5565"," """"name"""": """"biography""""}"," {""""id"""": 18525",0,0.0," """"name"""": """"overhead camera shot""""}"," {""""id"""": 177465"," """"name"""": """"attempted jailbreak""""}"," {""""id"""": 177473",0.0,0,,,-1,-1,722.0,"(8,[0,1,2,3],[52000000.0,-1.0,-1.0,722.0])",0,"[18.952643439843325,1.0473565601566748]","[0.9476321719921662,0.05236782800783374]",0.0
200000000,"""[{""""id"""": 10751"," """"name"""": """"Family""""}"," {""""id"""": 14"," """"name"""": """"Fantasy""""}"," {""""id"""": 12"," """"name"""": """"Adventure""""}]""",http://disney.go.com/wonderland/,12155.0,"""[{""""id"""": 818"," """"name"""": """"based on novel""""}"," {""""id"""": 855",0,0.0," """"name"""": """"queen""""}"," {""""id"""": 2486"," """"name"""": """"fantasy""""}"," {""""id"""": 12552",0.0,0,,,-1,-1,7.0,"[200000000.0,-1.0,-1.0,7.0,12155.0,0.0,0.0,0.0]",0,"[18.2326788960716,1.7673211039283994]","[0.9116339448035801,0.08836605519641996]",0.0
170000000,"""[{""""id"""": 878"," """"name"""": """"Science Fiction""""}"," {""""id"""": 28"," """"name"""": """"Action""""}"," {""""id"""": 18"," """"name"""": """"Drama""""}"," {""""id"""": 53",0.0,http://www.dawnofapes.com/,119450,"""[{""""id"""": 3077",0,0.0," """"name"""": """"colony""""}"," {""""id"""": 4458"," """"name"""": """"post-apocalyptic""""}"," {""""id"""": 4565",0.0,0,,,-1,-1,2.0,"(8,[0,1,2,3],[170000000.0,-1.0,-1.0,2.0])",0,"[17.60927957620659,2.39072042379341]","[0.8804639788103295,0.11953602118967051]",0.0
9500000,"""[{""""id"""": 35"," """"name"""": """"Comedy""""}]""",http://www.adventurelandthefilm.com/,16614,"""[{""""id"""": 10267"," """"name"""": """"comedy""""}"," {""""id"""": 11509",0.0," {""""id"""": 155582"," """"name"""": """"amusement park""""}"," {""""id"""": 163963",0,0.0," """"name"""": """"carny""""}"," {""""id"""": 163968"," """"name"""": """"marijuana joint""""}"," {""""id"""": 163969",0.0,0,,,-1,-1,64.0,"(8,[0,1,2,3],[9500000.0,-1.0,-1.0,64.0])",0,"[18.144374123645004,1.855625876354995]","[0.9072187061822502,0.09278129381774976]",0.0
60000000,"""[{""""id"""": 16"," """"name"""": """"Animation""""}"," {""""id"""": 10751"," """"name"""": """"Family""""}]""",http://coraline.com/,14836,"""[{""""id"""": 1566",0.0," {""""id"""": 4484"," """"name"""": """"eye""""}"," {""""id"""": 10668",0,0.0," """"name"""": """"parallel world""""}"," {""""id"""": 33466"," """"name"""": """"button""""}"," {""""id"""": 33467",0.0,0,,,-1,-1,224.0,"(8,[0,1,2,3],[60000000.0,-1.0,-1.0,224.0])",0,"[18.618042369732066,1.3819576302679337]","[0.9309021184866033,0.06909788151339669]",0.0
10000000,"""[{""""id"""": 27"," """"name"""": """"Horror""""}"," {""""id"""": 53"," """"name"""": """"Thriller""""}"," {""""id"""": 80"," """"name"""": """"Crime""""}]""",http://movies.break.com/saw4/,663.0,"""[{""""id"""": 1445"," """"name"""": """"ice""""}"," {""""id"""": 4399",0,0.0," """"name"""": """"pain""""}"," {""""id"""": 6186"," """"name"""": """"games""""}"," {""""id"""": 6259",0.0,0,,,-1,-1,5.0,"[10000000.0,-1.0,-1.0,5.0,663.0,0.0,0.0,0.0]",0,"[17.25984050861631,2.7401594913836913]","[0.8629920254308155,0.13700797456918457]",0.0
0,"""[{""""id"""": 10751"," """"name"""": """"Family""""}"," {""""id"""": 16"," """"name"""": """"Animation""""}"," {""""id"""": 12"," """"name"""": """"Adventure""""}]""",http://www.jungleshuffle.com/,283671.0,"""[{""""id"""": 8723"," """"name"""": """"poacher""""}"," {""""id"""": 10787",0,0.0,Jungle Shuffle,In this turbulent jungle adventure an outcast coati male has to team up with a quirky spider monkey to save a coati princess from the hands of a human poacher and his mysterious client.,1.413934,"""[{""""name"""": """"Wonderworld Studios""""",0.0,0,,,-1,-1,7.0,"(8,[1,2,3,4],[-1.0,-1.0,7.0,283671.0])",0,"[17.93724935395068,2.0627506460493223]","[0.8968624676975339,0.1031375323024661]",0.0
84000000,"""[{""""id"""": 28"," """"name"""": """"Action""""}"," {""""id"""": 35"," """"name"""": """"Comedy""""}"," {""""id"""": 80"," """"name"""": """"Crime""""}"," {""""id"""": 53",0.0,http://red-themovie.com/,146216,"""[{""""id"""": 90",0,0.0," """"name"""": """"london england""""}"," {""""id"""": 591"," """"name"""": """"cia""""}"," {""""id"""": 2139",0.0,0,,,-1,-1,5.0,"(8,[0,1,2,3],[84000000.0,-1.0,-1.0,5.0])",0,"[17.82272866128393,2.1772713387160736]","[0.8911364330641963,0.10886356693580367]",0.0
20000000,"""[{""""id"""": 18"," """"name"""": """"Drama""""}"," {""""id"""": 10749"," """"name"""": """"Romance""""}]""",http://www.mebeforeyoumovie.net,296096,"""[{""""id"""": 392",0.0," {""""id"""": 818"," """"name"""": """"based on novel""""}"," {""""id"""": 894",0,0.0," """"name"""": """"small town""""}"," {""""id"""": 2564"," """"name"""": """"wheelchair""""}"," {""""id"""": 10241",0.0,0,,,-1,-1,497.0,"(8,[0,1,2,3],[20000000.0,-1.0,-1.0,497.0])",0,"[18.665804022564966,1.3341959774350352]","[0.9332902011282483,0.06670979887175175]",0.0
12000000,"""[{""""id"""": 18"," """"name"""": """"Drama""""}"," {""""id"""": 27"," """"name"""": """"Horror""""}"," {""""id"""": 53"," """"name"""": """"Thriller""""}]""",http://www.theeyethefilm.com,9030.0,"""[{""""id"""": 1156"," """"name"""": """"sister sister relationship""""}"," {""""id"""": 1741",0,0.0," """"name"""": """"eye operation""""}"," {""""id"""": 2481"," """"name"""": """"eyesight""""}"," {""""id"""": 3737",0.0,0,,,-1,-1,0.0,"(8,[0,1,2,4],[12000000.0,-1.0,-1.0,9030.0])",0,"[17.511773610239345,2.4882263897606536]","[0.8755886805119673,0.12441131948803268]",0.0
225000000,"""[{""""id"""": 28"," """"name"""": """"Action""""}"," {""""id"""": 12"," """"name"""": """"Adventure""""}"," {""""id"""": 14"," """"name"""": """"Fantasy""""}"," {""""id"""": 878",0.0,http://www.manofsteel.com/,49521,"""[{""""id"""": 83",0,0.0," """"name"""": """"dc comics""""}"," {""""id"""": 9715"," """"name"""": """"superhero""""}"," {""""id"""": 9717",0.0,0,,,-1,-1,10.0,"(8,[0,1,2,3],[225000000.0,-1.0,-1.0,10.0])",0,"[16.251054708752992,3.748945291247009]","[0.8125527354376496,0.18744726456235045]",0.0
40000000,"""[{""""id"""": 53"," """"name"""": """"Thriller""""}"," {""""id"""": 18"," """"name"""": """"Drama""""}"," {""""id"""": 36"," """"name"""": """"History""""}]""",http://www.zerodarkthirty-movie.com/site/,97630.0,"""[{""""id"""": 441"," """"name"""": """"assassination""""}"," {""""id"""": 591",0,0.0," """"name"""": """"hotel""""}"," {""""id"""": 949"," """"name"""": """"terrorist""""}"," {""""id"""": 1563",0.0,0,,,-1,-1,14.0,"[40000000.0,-1.0,-1.0,14.0,97630.0,0.0,0.0,0.0]",0,"[18.05217392924631,1.94782607075369]","[0.9026086964623156,0.0973913035376845]",0.0
28000000,"""[{""""id"""": 28"," """"name"""": """"Action""""}"," {""""id"""": 27"," """"name"""": """"Horror""""}"," {""""id"""": 878"," """"name"""": """"Science Fiction""""}]""",http://www.theofficialjohncarpenter.com/ghost-of-mars/,10016.0,"""[{""""id"""": 166686"," """"name"""": """"climbing up a wall""""}"," {""""id"""": 166691",0,0.0," """"name"""": """"flashback within a flashback""""}"," {""""id"""": 166695"," """"name"""": """"cavern""""}"," {""""id"""": 166696",0.0,0,,,-1,-1,1.0,"[28000000.0,-1.0,-1.0,1.0,10016.0,0.0,0.0,0.0]",0,"[17.596567278978746,2.403432721021253]","[0.8798283639489373,0.12017163605106265]",0.0
58000000,"""[{""""id"""": 35"," """"name"""": """"Comedy""""}]""",http://www.theinternshipmovie.com/,116741,"""[{""""id"""": 3489"," """"name"""": """"job interview""""}"," {""""id"""": 14549",0.0," {""""id"""": 174420"," """"name"""": """"intern""""}"," {""""id"""": 176125",0,0.0," """"name"""": """"new job""""}"," {""""id"""": 194287"," """"name"""": """"laid off""""}"," {""""id"""": 194288",0.0,0,,,-1,-1,138.0,"(8,[0,1,2,3],[58000000.0,-1.0,-1.0,138.0])",0,"[18.275412446355773,1.724587553644229]","[0.9137706223177885,0.08622937768221144]",0.0
24000000,"""[{""""id"""": 10749"," """"name"""": """"Romance""""}"," {""""id"""": 35"," """"name"""": """"Comedy""""}]""",http://www.weinsteinco.com/#/film/idontknowhow,70868,"""[{""""id"""": 13149",0.0," {""""id"""": 14724"," """"name"""": """"family vacation""""}"," {""""id"""": 33476",0,0.0," """"name"""": """"working mum""""}"," {""""id"""": 40917"," """"name"""": """"in-laws""""}]""",en,0.0,0,,,-1,-1,700.0,"(8,[0,1,2,3],[24000000.0,-1.0,-1.0,700.0])",0,"[18.769495564768786,1.2305044352312149]","[0.9384747782384393,0.06152522176156074]",0.0
80000000,"""[{""""id"""": 16"," """"name"""": """"Animation""""}"," {""""id"""": 10751"," """"name"""": """"Family""""}"," {""""id"""": 10402"," """"name"""": """"Music""""}]""",http://movies.disney.com/fantasia-2000,49948.0,"""[{""""id"""": 3537"," """"name"""": """"orchestra""""}"," {""""id"""": 190719",0,0.0,Fantasia 2000,"Blending lively music and brilliant animation, this sequel to the original 'Fantasia' restores 'The Sorcerer's Apprentice' and adds seven new shorts.",14.530946,"""[{""""name"""": """"Walt Disney Pictures""""",0.0,0,,,-1,-1,16.0,"[80000000.0,-1.0,-1.0,16.0,49948.0,0.0,0.0,0.0]",0,"[17.423404593936464,2.5765954060635368]","[0.8711702296968232,0.12882977030317683]",0.0
130000000,"""[{""""id"""": 12"," """"name"""": """"Adventure""""}"," {""""id"""": 16"," """"name"""": """"Animation""""}"," {""""id"""": 9648"," """"name"""": """"Mystery""""}]""",http://www.us.movie.tintin.com/,17578.0,"""[{""""id"""": 483"," """"name"""": """"riddle""""}"," {""""id"""": 1316",0,0.0," """"name"""": """"treasure""""}"," {""""id"""": 3423"," """"name"""": """"liquor""""}"," {""""id"""": 6956",0.0,0,,,-1,-1,8.0,"[130000000.0,-1.0,-1.0,8.0,17578.0,0.0,0.0,0.0]",0,"[18.230067551229006,1.7699324487709933]","[0.9115033775614503,0.08849662243854967]",0.0
65000000,"""[{""""id"""": 28"," """"name"""": """"Action""""}"," {""""id"""": 27"," """"name"""": """"Horror""""}"," {""""id"""": 878"," """"name"""": """"Science Fiction""""}]""",http://www.residentevil-movie.com/site/,71679.0,"""[{""""id"""": 1852"," """"name"""": """"mutant""""}"," {""""id"""": 4565",0,0.0," """"name"""": """"sequel""""}"," {""""id"""": 10410"," """"name"""": """"conspiracy""""}"," {""""id"""": 12369",0.0,0,,,-1,-1,1.0,"[65000000.0,-1.0,-1.0,1.0,71679.0,0.0,0.0,0.0]",0,"[17.766335159389858,2.233664840610143]","[0.8883167579694928,0.11168324203050714]",0.0
31500000,"""[{""""id"""": 18"," """"name"""": """"Drama""""}"," {""""id"""": 10752"," """"name"""": """"War""""}]""",http://www.apocalypsenow.com,28,"""[{""""id"""": 1008",0.0," {""""id"""": 1261"," """"name"""": """"river""""}"," {""""id"""": 2956",0,0.0," """"name"""": """"vietcong""""}"," {""""id"""": 2960"," """"name"""": """"cambodia""""}"," {""""id"""": 6092",0.0,0,,,-1,-1,341.0,"(8,[0,1,2,3],[31500000.0,-1.0,-1.0,341.0])",0,"[18.514523004598324,1.4854769954016782]","[0.925726150229916,0.0742738497700839]",0.0
100000000,"""[{""""id"""": 18"," """"name"""": """"Drama""""}]""",http://www.benhurmovie.com/,271969,"""[{""""id"""": 10085"," """"name"""": """"betrayal""""}"," {""""id"""": 232766",0.0,en,Ben-Hur,A falsely accused nobleman survives years of slavery to take vengeance on his best friend who betrayed him.,29,0.0," """"id"""": 4}"," {""""name"""": """"Metro-Goldwyn-Mayer (MGM)"""""," """"id"""": 8411}"," {""""name"""": """"Sean Daniel Company""""",0.0,0,,,-1,-1,60.0,"(8,[0,1,2,3],[100000000.0,-1.0,-1.0,60.0])",0,"[19.043949932329642,0.9560500676703612]","[0.9521974966164819,0.04780250338351805]",0.0
210000000,"""[{""""id"""": 878"," """"name"""": """"Science Fiction""""}"," {""""id"""": 28"," """"name"""": """"Action""""}"," {""""id"""": 12"," """"name"""": """"Adventure""""}]""",http://www.transformersmovie.com,91314.0,"""[{""""id"""": 9663"," """"name"""": """"sequel""""}"," {""""id"""": 9951",0,0.0," """"name"""": """"transformers""""}"," {""""id"""": 10891"," """"name"""": """"giant robot""""}"," {""""id"""": 14544",0.0,0,,,-1,-1,7.0,"[210000000.0,-1.0,-1.0,7.0,91314.0,0.0,0.0,0.0]",0,"[18.272946952008652,1.7270530479913468]","[0.9136473476004326,0.08635265239956734]",0.0
