budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
61000000,"""[{""""id"""": 18"," """"name"""": """"Drama""""}"," {""""id"""": 10402"," """"name"""": """"Music""""}"," {""""id"""": 10749"," """"name"""": """"Romance""""}]""",http://www.lesmiserablesfilm.com,82695,"""[{""""id"""": 254"," """"name"""": """"france""""}"," {""""id"""": 642"," """"name"""": """"robbery""""}"," {""""id"""": 1411"," """"name"""": """"brothel""""}"," {""""id"""": 1919"," """"name"""": """"mayor""""}"," {""""id"""": 3412"," """"name"""": """"star""""}"," {""""id"""": 4344"
65000000,"""[{""""id"""": 35"," """"name"""": """"Comedy""""}"," {""""id"""": 10749"," """"name"""": """"Romance""""}]""",http://youvegotmail.warnerbros.com,9489,"""[{""""id"""": 9799"," """"name"""": """"romantic comedy""""}"," {""""id"""": 182195"," """"name"""": """"online dating""""}"," {""""id"""": 187056"," """"name"""": """"woman director""""}]""",en,You've Got Mail,"Book superstore magnate, Joe Fox and independent book shop owner, Kathleen Kelly fall in love in the anonymity of the Internet – both blissfully unaware that he's putting her out of business.",28.540267,"""[{""""name"""": """"Warner Bros."""""," """"id"""": 6194}]""","""[{""""iso_3166_1"""": """"US"""""
65000000,"""[{""""id"""": 35"," """"name"""": """"Comedy""""}"," {""""id"""": 18"," """"name"""": """"Drama""""}]""",http://duedatemovie.warnerbros.com/,41733,"""[{""""id"""": 3306"," """"name"""": """"highway""""}"," {""""id"""": 8631"," """"name"""": """"slacker""""}"," {""""id"""": 11546"," """"name"""": """"hitchhiker""""}"," {""""id"""": 15210"," """"name"""": """"wallet""""}"," {""""id"""": 15211"," """"name"""": """"sunglasses""""}"," {""""id"""": 15212"," """"name"""": """"rest stop""""}"," {""""id"""": 15213"
65000000,"""[{""""id"""": 18"," """"name"""": """"Drama""""}"," {""""id"""": 10752"," """"name"""": """"War""""}]""",http://www.unbrokenfilm.com/,227306,"""[{""""id"""": 1956"," """"name"""": """"world war ii""""}"," {""""id"""": 1968"," """"name"""": """"prisoners of war""""}"," {""""id"""": 5565"," """"name"""": """"biography""""}"," {""""id"""": 6075"," """"name"""": """"sport""""}"," {""""id"""": 6091"," """"name"""": """"war""""}"," {""""id"""": 10456"," """"name"""": """"athlete""""}"," {""""id"""": 187056"
65000000,"""[{""""id"""": 28"," """"name"""": """"Action""""}"," {""""id"""": 12"," """"name"""": """"Adventure""""}"," {""""id"""": 53"," """"name"""": """"Thriller""""}]""",http://movies.warnerbros.com/spacecowboys/index.html,5551,"""[{""""id"""": 1432"," """"name"""": """"nasa""""}"," {""""id"""": 3801"," """"name"""": """"space travel""""}"," {""""id"""": 14626"," """"name"""": """"astronaut""""}"," {""""id"""": 172971"," """"name"""": """"elderly""""}]""",en,Space Cowboys,"Frank Corvin, ‘Hawk’ Hawkins, Jerry O'Neill and ‘Tank’ Sullivan were hotdog members of Project Daedalus, the Air Force's test program for space travel, but their hopes were dashed in 1958 with the formation of NASA and the use of trained chimps. They blackmail their way into orbit when Russia's mysterious ‘Ikon’ communications satellite's orbit begins to degrade and threatens to crash to Earth."
65000000,"""[{""""id"""": 14"," """"name"""": """"Fantasy""""}"," {""""id"""": 35"," """"name"""": """"Comedy""""}"," {""""id"""": 10751"," """"name"""": """"Family""""}]""",http://movies.disney.com/the-kid,4244,"""[{""""id"""": 965"," """"name"""": """"age difference""""}"," {""""id"""": 1599"," """"name"""": """"midlife crisis""""}"," {""""id"""": 1660"," """"name"""": """"suppressed past""""}"," {""""id"""": 2417"," """"name"""": """"self-awareness""""}"," {""""id"""": 3321"," """"name"""": """"childhood memory""""}"," {""""id"""": 3923"
65000000,"""[{""""id"""": 35"," """"name"""": """"Comedy""""}]""",http://www.dictatorthemovie.com/,76493,"""[{""""id"""": 190066"," """"name"""": """"kurdish""""}]""",en,The Dictator,The heroic story of a dictator who risks his life to ensure that democracy would never come to the country he so lovingly oppressed.,31.349143,"""[{""""name"""": """"Paramount Pictures"""""," """"id"""": 4}]""","""[{""""iso_3166_1"""": """"US"""""," """"name"""": """"United States of America""""}]""",2012-05-15,179379533,83,"""[{""""iso_639_1"""": """"en"""""," """"name"""": """"English""""}"
65000000,"""[{""""id"""": 9648"," """"name"""": """"Mystery""""}"," {""""id"""": 18"," """"name"""": """"Drama""""}]""",http://eyeswideshut.warnerbros.com/,345,"""[{""""id"""": 314"," """"name"""": """"life and death""""}"," {""""id"""": 459"," """"name"""": """"sexual obsession""""}"," {""""id"""": 460"," """"name"""": """"free love""""}"," {""""id"""": 826"," """"name"""": """"heterosexual""""}"," {""""id"""": 1441"," """"name"""": """"christmas party""""}"," {""""id"""": 1664"," """"name"""": """"eroticism""""}"," {""""id"""": 1817"
50100000,"""[{""""id"""": 10749"," """"name"""": """"Romance""""}"," {""""id"""": 35"," """"name"""": """"Comedy""""}"," {""""id"""": 80"," """"name"""": """"Crime""""}"," {""""id"""": 18"," """"name"""": """"Drama""""}]""",http://focusmovie.com/,256591,"""[{""""id"""": 3182"," """"name"""": """"seduction""""}"," {""""id"""": 3202"," """"name"""": """"con man""""}"," {""""id"""": 9016"," """"name"""": """"femme fatale""""}"," {""""id"""": 9758"," """"name"""": """"deception""""}"," {""""id"""": 9823"
65000000,"""[{""""id"""": 28"," """"name"""": """"Action""""}"," {""""id"""": 35"," """"name"""": """"Comedy""""}"," {""""id"""": 10749"," """"name"""": """"Romance""""}]""",http://www.thismeanswarmovie.com/,59962,"""[{""""id"""": 128"," """"name"""": """"love triangle""""}"," {""""id"""": 6054"," """"name"""": """"friendship""""}"," {""""id"""": 13043"," """"name"""": """"dating""""}"," {""""id"""": 182178"," """"name"""": """"sushi bar""""}"," {""""id"""": 182185"," """"name"""": """"exploding airplane""""}"," {""""id"""": 182195"
65000000,"""[{""""id"""": 878"," """"name"""": """"Science Fiction""""}"," {""""id"""": 28"," """"name"""": """"Action""""}"," {""""id"""": 27"," """"name"""": """"Horror""""}"," {""""id"""": 53"," """"name"""": """"Thriller""""}"," {""""id"""": 12"," """"name"""": """"Adventure""""}"," {""""id"""": 14"," """"name"""": """"Fantasy""""}]""",http://www.warnerbros.com/blade-trinity,36648,"""[{""""id"""": 1812"," """"name"""": """"fbi""""}"," {""""id"""": 3633"," """"name"""": """"dracula""""}"," {""""id"""": 5572"
65000000,"""[{""""id"""": 28"," """"name"""": """"Action""""}"," {""""id"""": 27"," """"name"""": """"Horror""""}"," {""""id"""": 878"," """"name"""": """"Science Fiction""""}]""",http://www.residentevil-movie.com/site/,71679,"""[{""""id"""": 1852"," """"name"""": """"mutant""""}"," {""""id"""": 4565"," """"name"""": """"dystopia""""}"," {""""id"""": 9663"," """"name"""": """"sequel""""}"," {""""id"""": 10410"," """"name"""": """"conspiracy""""}"," {""""id"""": 12369"," """"name"""": """"tokyo japan""""}"," {""""id"""": 12377"
45000000,"""[{""""id"""": 28"," """"name"""": """"Action""""}"," {""""id"""": 53"," """"name"""": """"Thriller""""}"," {""""id"""": 878"," """"name"""": """"Science Fiction""""}]""",http://www.deathracemovie.net/,10483,"""[{""""id"""": 830"," """"name"""": """"car race""""}"," {""""id"""": 4565"," """"name"""": """"dystopia""""}"," {""""id"""": 5144"," """"name"""": """"matter of life and death""""}"," {""""id"""": 9774"," """"name"""": """"prison guard""""}"," {""""id"""": 9775"," """"name"""": """"car set on fire""""}"," {""""id"""": 9777"
63000000,"""[{""""id"""": 18"," """"name"""": """"Drama""""}]""",http://www.foxmovies.com/movies/fight-club,550,"""[{""""id"""": 825"," """"name"""": """"support group""""}"," {""""id"""": 851"," """"name"""": """"dual identity""""}"," {""""id"""": 1541"," """"name"""": """"nihilism""""}"," {""""id"""": 3927"," """"name"""": """"rage and hate""""}"," {""""id"""": 4142"," """"name"""": """"insomnia""""}"," {""""id"""": 4565"," """"name"""": """"dystopia""""}"," {""""id"""": 14819"," """"name"""": """"violence""""}]""",en
65000000,"""[{""""id"""": 27"," """"name"""": """"Horror""""}"," {""""id"""": 53"," """"name"""": """"Thriller""""}]""",http://www.ifrankensteinfilm.com,100241,"""[{""""id"""": 634"," """"name"""": """"soul""""}"," {""""id"""": 2011"," """"name"""": """"queen""""}"," {""""id"""": 2095"," """"name"""": """"anti hero""""}"," {""""id"""": 2486"," """"name"""": """"fantasy""""}"," {""""id"""": 3071"," """"name"""": """"prince""""}"," {""""id"""": 6152"," """"name"""": """"supernatural""""}"," {""""id"""": 6737"
50000000,"""[{""""id"""": 80"," """"name"""": """"Crime""""}"," {""""id"""": 18"," """"name"""": """"Drama""""}"," {""""id"""": 10751"," """"name"""": """"Family""""}]""",http://www.olivertwistthemovie.co.uk/,257,"""[{""""id"""": 212"," """"name"""": """"london england""""}"," {""""id"""": 516"," """"name"""": """"child abuse""""}"," {""""id"""": 542"," """"name"""": """"street gang""""}"," {""""id"""": 708"," """"name"""": """"runaway""""}"," {""""id"""": 714"," """"name"""": """"child labour""""}"," {""""id"""": 6272"
43000000,"""[{""""id"""": 28"," """"name"""": """"Action""""}"," {""""id"""": 14"," """"name"""": """"Fantasy""""}]""",http://marvel.com/movies/movie/13/elektra,9947,"""[{""""id"""": 779"," """"name"""": """"martial arts""""}"," {""""id"""": 9717"," """"name"""": """"based on comic book""""}"," {""""id"""": 12367"," """"name"""": """"female assassin""""}"," {""""id"""": 15285"," """"name"""": """"spin off""""}]""",en,Elektra,"Elektra the warrior survives a near-death experience, becomes an assassin-for-hire, and tries to protect her two latest targets, a single father and his young daughter, from a group of supernatural assassins.",28.613892,"""[{""""name"""": """"Twentieth Century Fox Film Corporation"""""
65000000,"""[{""""id"""": 80"," """"name"""": """"Crime""""}"," {""""id"""": 53"," """"name"""": """"Thriller""""}]""",http://sincity-2.com/,189,"""[{""""id"""": 703"," """"name"""": """"detective""""}"," {""""id"""": 4565"," """"name"""": """"dystopia""""}"," {""""id"""": 7089"," """"name"""": """"dominatrix""""}"," {""""id"""": 9826"," """"name"""": """"murder""""}"," {""""id"""": 9937"," """"name"""": """"suspense""""}"," {""""id"""": 15016"," """"name"""": """"twins""""}"," {""""id"""": 18712"
55000000,"""[{""""id"""": 12"," """"name"""": """"Adventure""""}"," {""""id"""": 18"," """"name"""": """"Drama""""}]""",http://www.everestmovie.com/,253412,"""[{""""id"""": 1262"," """"name"""": """"mountains""""}"," {""""id"""": 3373"," """"name"""": """"snow storm""""}"," {""""id"""": 5827"," """"name"""": """"hiking""""}"," {""""id"""": 8624"," """"name"""": """"climbing""""}"," {""""id"""": 10794"," """"name"""": """"snow""""}"," {""""id"""": 34079"," """"name"""": """"death""""}"," {""""id"""": 156783"
50000000,"""[{""""id"""": 80"," """"name"""": """"Crime""""}"," {""""id"""": 14"," """"name"""": """"Fantasy""""}"," {""""id"""": 18"," """"name"""": """"Drama""""}]""",http://www.parfum.film.de/,1427,"""[{""""id"""": 90"," """"name"""": """"paris""""}"," {""""id"""": 293"," """"name"""": """"female nudity""""}"," {""""id"""": 549"," """"name"""": """"prostitute""""}"," {""""id"""": 1415"," """"name"""": """"small town""""}"," {""""id"""": 1523"," """"name"""": """"obsession""""}"," {""""id"""": 1817"
63000000,"""[{""""id"""": 35"," """"name"""": """"Comedy""""}"," {""""id"""": 80"," """"name"""": """"Crime""""}"," {""""id"""": 878"," """"name"""": """"Science Fiction""""}]""",http://www.austinpowers.com/,818,"""[{""""id"""": 83"," """"name"""": """"saving the world""""}"," {""""id"""": 339"," """"name"""": """"submarine""""}"," {""""id"""": 380"," """"name"""": """"brother brother relationship""""}"," {""""id"""": 402"," """"name"""": """"clone""""}"," {""""id"""": 470"," """"name"""": """"spy""""}"," {""""id"""": 720"
65000000,"""[{""""id"""": 16"," """"name"""": """"Animation""""}"," {""""id"""": 28"," """"name"""": """"Action""""}"," {""""id"""": 10751"," """"name"""": """"Family""""}"," {""""id"""": 878"," """"name"""": """"Science Fiction""""}]""",http://www.astroboy-themovie.com/,16577,"""[{""""id"""": 9715"," """"name"""": """"superhero""""}]""",en,Astro Boy,"Set in futuristic Metro City, Astro Boy is about a young robot with incredible powers created by a brilliant scientist in the image of the son he has lost. Unable to fulfill the grieving man's expectations, our hero embarks on a journey in search of acceptance, experiencing betrayal and a netherworld of robot gladiators, before he returns to save Metro City and reconcile with the father who had rejected him.",24.857079,"""[{""""name"""": """"The Weinstein Company"""""," """"id"""": 308}"," {""""name"""": """"Summit Entertainment"""""
63000000,"""[{""""id"""": 12"," """"name"""": """"Adventure""""}"," {""""id"""": 878"," """"name"""": """"Science Fiction""""}]""",http://www.jurassicpark.com/,329,"""[{""""id"""": 911"," """"name"""": """"exotic island""""}"," {""""id"""": 1718"," """"name"""": """"dna""""}"," {""""id"""": 1719"," """"name"""": """"paleontology""""}"," {""""id"""": 1720"," """"name"""": """"tyrannosaurus rex""""}"," {""""id"""": 1764"," """"name"""": """"triceratops""""}"," {""""id"""": 1765"," """"name"""": """"brontosaurus""""}"," {""""id"""": 1767"
64000000,"""[{""""id"""": 35"," """"name"""": """"Comedy""""}"," {""""id"""": 80"," """"name"""": """"Crime""""}]""",http://www.littleman-movie.com/,9072,"""[{""""id"""": 1009"," """"name"""": """"baby""""}"," {""""id"""": 2393"," """"name"""": """"adoption""""}"," {""""id"""": 2587"," """"name"""": """"married couple""""}"," {""""id"""": 5290"," """"name"""": """"small person""""}"," {""""id"""": 15009"," """"name"""": """"criminal""""}]""",en,Little Man,"After leaving the prison, the dwarf criminal Calvin Sims joins to his moron brother Percy to steal an expensive huge diamond in a jewelry for the mobster Walken. They are chased by the police, and Calvin hides the stone in the purse of the executive Vanessa Edwards, whose husband Darryl Edwards wants to have a baby. Percy convinces Calvin to dress like a baby and be left in front of the Edwards's house to get inside the house and retrieve the diamond. Darryl and Vanessa keep Calvin for the weekend and decide to adopt him, while Walken threatens Darryl to get the stone back."
62000000,"""[{""""id"""": 28"," """"name"""": """"Action""""}"," {""""id"""": 18"," """"name"""": """"Drama""""}"," {""""id"""": 53"," """"name"""": """"Thriller""""}"," {""""id"""": 10752"," """"name"""": """"War""""}]""",http://www.u-571.com/,3536,"""[{""""id"""": 339"," """"name"""": """"submarine""""}"," {""""id"""": 1956"," """"name"""": """"world war ii""""}"," {""""id"""": 6790"," """"name"""": """"north atlantic""""}"," {""""id"""": 10364"," """"name"""": """"mission""""}]""",en
62000000,"""[{""""id"""": 35"," """"name"""": """"Comedy""""}"," {""""id"""": 10749"," """"name"""": """"Romance""""}]""",http://www.lovegurumovie.com/,12177,"""[{""""id"""": 6075"," """"name"""": """"sport""""}"," {""""id"""": 6483"," """"name"""": """"ice hockey""""}"," {""""id"""": 8616"," """"name"""": """"guru""""}"," {""""id"""": 10267"," """"name"""": """"comedy""""}"," {""""id"""": 10540"," """"name"""": """"bollywood""""}"," {""""id"""": 14636"," """"name"""": """"india""""}"," {""""id"""": 180824"
44000000,"""[{""""id"""": 80"," """"name"""": """"Crime""""}"," {""""id"""": 18"," """"name"""": """"Drama""""}"," {""""id"""": 9648"," """"name"""": """"Mystery""""}"," {""""id"""": 37"," """"name"""": """"Western""""}]""",http://thehatefuleight.com/,273248,"""[{""""id"""": 801"," """"name"""": """"bounty hunter""""}"," {""""id"""": 1016"," """"name"""": """"wyoming""""}"," {""""id"""": 1262"," """"name"""": """"mountains""""}"," {""""id"""": 2398"," """"name"""": """"narration""""}"," {""""id"""": 7150"
63000000,"""[{""""id"""": 16"," """"name"""": """"Animation""""}"," {""""id"""": 35"," """"name"""": """"Comedy""""}"," {""""id"""": 10751"," """"name"""": """"Family""""}]""",http://www.iwantcandy.com/,50359,"""[{""""id"""": 6285"," """"name"""": """"coup d'etat""""}"," {""""id"""": 8631"," """"name"""": """"slacker""""}"," {""""id"""": 9921"," """"name"""": """"easter""""}"," {""""id"""": 9923"," """"name"""": """"easter bunny""""}"," {""""id"""": 179430"," """"name"""": """"aftercreditsstinger""""}"," {""""id"""": 209220"
65000000,"""[{""""id"""": 28"," """"name"""": """"Action""""}"," {""""id"""": 12"," """"name"""": """"Adventure""""}"," {""""id"""": 10752"," """"name"""": """"War""""}]""",http://300themovie.warnerbros.com,1271,"""[{""""id"""": 3597"," """"name"""": """"evisceration""""}"," {""""id"""": 5538"," """"name"""": """"javelin""""}"," {""""id"""": 5539"," """"name"""": """"shield""""}"," {""""id"""": 6092"," """"name"""": """"army""""}"," {""""id"""": 8637"," """"name"""": """"fall from height""""}"," {""""id"""": 14704"
80000000,"""[{""""id"""": 35"," """"name"""": """"Comedy""""}"," {""""id"""": 10749"," """"name"""": """"Romance""""}]""",http://www.meetthefockers.com/index.php,693,"""[{""""id"""": 591"," """"name"""": """"cia""""}"," {""""id"""": 970"," """"name"""": """"parents kids relationship""""}"," {""""id"""": 1196"," """"name"""": """"florida""""}"," {""""id"""": 2088"," """"name"""": """"anti-authoritarian upbringing""""}"," {""""id"""": 2606"," """"name"""": """"jew""""}"," {""""id"""": 3453"," """"name"""": """"parents-in-law""""}"," {""""id"""": 3454"
60000000,"""[{""""id"""": 35"," """"name"""": """"Comedy""""}"," {""""id"""": 10751"," """"name"""": """"Family""""}]""",http://marleyandmemovie.com/,14306,"""[{""""id"""": 736"," """"name"""": """"journalist""""}"," {""""id"""": 818"," """"name"""": """"based on novel""""}"," {""""id"""": 8841"," """"name"""": """"puppy""""}"," {""""id"""": 15162"," """"name"""": """"dog""""}"," {""""id"""": 179431"," """"name"""": """"duringcreditsstinger""""}"," {""""id"""": 209064"," """"name"""": """"columnist""""}"," {""""id"""": 230873"
60000000,"""[{""""id"""": 14"," """"name"""": """"Fantasy""""}"," {""""id"""": 18"," """"name"""": """"Drama""""}"," {""""id"""": 80"," """"name"""": """"Crime""""}]""",http://thegreenmile.warnerbros.com/,497,"""[{""""id"""": 531"," """"name"""": """"southern usa""""}"," {""""id"""": 577"," """"name"""": """"black people""""}"," {""""id"""": 791"," """"name"""": """"mentally disabled""""}"," {""""id"""": 818"," """"name"""": """"based on novel""""}"," {""""id"""": 2499"," """"name"""": """"heal""""}"," {""""id"""": 2501"
0,"""[{""""id"""": 28"," """"name"""": """"Action""""}"," {""""id"""": 12"," """"name"""": """"Adventure""""}"," {""""id"""": 35"," """"name"""": """"Comedy""""}]""",http://video.movies.go.com/wildhogs/,11199,"""[{""""id"""": 1599"," """"name"""": """"midlife crisis""""}"," {""""id"""": 7312"," """"name"""": """"road trip""""}"," {""""id"""": 11475"," """"name"""": """"politically incorrect""""}"," {""""id"""": 14736"," """"name"""": """"motorcycle gang""""}"," {""""id"""": 168132"," """"name"""": """"biker film""""}"," {""""id"""": 168135"
150000000,"""[{""""id"""": 16"," """"name"""": """"Animation""""}"," {""""id"""": 10751"," """"name"""": """"Family""""}"," {""""id"""": 35"," """"name"""": """"Comedy""""}]""",http://movies.disney.com/chicken-little,9982,"""[{""""id"""": 1357"," """"name"""": """"fish""""}"," {""""id"""": 1415"," """"name"""": """"small town""""}"," {""""id"""": 1826"," """"name"""": """"space marine""""}"," {""""id"""": 2479"," """"name"""": """"chicken""""}"," {""""id"""": 9951"," """"name"""": """"alien""""}"," {""""id"""": 12392"
61000000,"""[{""""id"""": 9648"," """"name"""": """"Mystery""""}"," {""""id"""": 53"," """"name"""": """"Thriller""""}"," {""""id"""": 18"," """"name"""": """"Drama""""}]""",http://www.gonegirlmovie.com/,210577,"""[{""""id"""": 818"," """"name"""": """"based on novel""""}"," {""""id"""": 5809"," """"name"""": """"marriage crisis""""}"," {""""id"""": 10941"," """"name"""": """"disappearance""""}"," {""""id"""": 11513"," """"name"""": """"cheating husband""""}"," {""""id"""": 156091"," """"name"""": """"missing person""""}"," {""""id"""": 169962"
60000000,"""[{""""id"""": 28"," """"name"""": """"Action""""}"," {""""id"""": 18"," """"name"""": """"Drama""""}"," {""""id"""": 9648"," """"name"""": """"Mystery""""}"," {""""id"""": 53"," """"name"""": """"Thriller""""}]""",http://www.universalstudiosentertainment.com/the-bourne-identity/,2501,"""[{""""id"""": 90"," """"name"""": """"paris""""}"," {""""id"""": 107"," """"name"""": """"barcelona spain""""}"," {""""id"""": 782"," """"name"""": """"assassin""""}"," {""""id"""": 818"," """"name"""": """"based on novel""""}"," {""""id"""": 1308"
58000000,"""[{""""id"""": 12"," """"name"""": """"Adventure""""}"," {""""id"""": 28"," """"name"""": """"Action""""}"," {""""id"""": 53"," """"name"""": """"Thriller""""}]""",http://www.mgm.com/view/movie/757/Goldeneye/,710,"""[{""""id"""": 701"," """"name"""": """"cuba""""}"," {""""id"""": 769"," """"name"""": """"falsely accused""""}"," {""""id"""": 1308"," """"name"""": """"secret identity""""}"," {""""id"""": 2812"," """"name"""": """"computer virus""""}"," {""""id"""": 3268"," """"name"""": """"secret base""""}"," {""""id"""": 3272"
61000000,"""[{""""id"""": 28"," """"name"""": """"Action""""}"," {""""id"""": 35"," """"name"""": """"Comedy""""}"," {""""id"""": 80"," """"name"""": """"Crime""""}]""",http://www.2guns.net/,136400,"""[{""""id"""": 1568"," """"name"""": """"undercover""""}"," {""""id"""": 4654"," """"name"""": """"undercover agent""""}"," {""""id"""": 9717"," """"name"""": """"based on comic book""""}"," {""""id"""": 10594"," """"name"""": """"money""""}"," {""""id"""": 10718"," """"name"""": """"fugitive""""}"," {""""id"""": 15363"
60000000,"""[{""""id"""": 35"," """"name"""": """"Comedy""""}"," {""""id"""": 10751"," """"name"""": """"Family""""}]""",http://catsanddogsmovie.warnerbros.com/cmp/main.html,10992,"""[{""""id"""": 1721"," """"name"""": """"fight""""}"," {""""id"""": 6088"," """"name"""": """"governance""""}"," {""""id"""": 8841"," """"name"""": """"puppy""""}"," {""""id"""": 12097"," """"name"""": """"allergy""""}"," {""""id"""": 209714"," """"name"""": """"3d""""}]""",en,Cats & Dogs,"When a professor develops a vaccine that eliminates human allergies to dogs, he unwittingly upsets the fragile balance of power between cats and dogs and touches off an epic battle for pet supremacy. The fur flies as the feline faction, led by Mr. Tinkles, squares off against wide-eyed puppy Lou and his canine cohorts."
60000000,"""[{""""id"""": 28"," """"name"""": """"Action""""}"," {""""id"""": 80"," """"name"""": """"Crime""""}]""",http://www.italianjobmovie.com/,9654,"""[{""""id"""": 110"," """"name"""": """"venice""""}"," {""""id"""": 387"," """"name"""": """"california""""}"," {""""id"""": 477"," """"name"""": """"train station""""}"," {""""id"""": 720"," """"name"""": """"helicopter""""}"," {""""id"""": 1201"," """"name"""": """"austria""""}"," {""""id"""": 1262"," """"name"""": """"mountains""""}"," {""""id"""": 1321"
70000000,"""[{""""id"""": 35"," """"name"""": """"Comedy""""}"," {""""id"""": 10749"," """"name"""": """"Romance""""}]""",http://www.couplesretreatmovie.com/,19899,"""[{""""id"""": 2041"," """"name"""": """"island""""}"," {""""id"""": 2587"," """"name"""": """"married couple""""}"," {""""id"""": 5828"," """"name"""": """"yoga""""}"," {""""id"""": 6611"," """"name"""": """"tahiti""""}"," {""""id"""": 8728"," """"name"""": """"couples therapy""""}"," {""""id"""": 9767"," """"name"""": """"beautiful woman""""}"," {""""id"""": 18480"
61000000,"""[{""""id"""": 28"," """"name"""": """"Action""""}]""",http://mazerunnermovies.com,294254,"""[{""""id"""": 818"," """"name"""": """"based on novel""""}"," {""""id"""": 836"," """"name"""": """"resistance""""}"," {""""id"""": 2158"," """"name"""": """"maze""""}"," {""""id"""": 4458"," """"name"""": """"post-apocalyptic""""}"," {""""id"""": 4565"," """"name"""": """"dystopia""""}"," {""""id"""": 4884"," """"name"""": """"infection""""}"," {""""id"""": 10562"," """"name"""": """"on the run""""}"," {""""id"""": 10685"
60000000,"""[{""""id"""": 18"," """"name"""": """"Drama""""}]""",http://www.sonypictures.com/movies/eatpraylove/,38167,"""[{""""id"""": 7348"," """"name"""": """"indonesia""""}"," {""""id"""": 11322"," """"name"""": """"female protagonist""""}"," {""""id"""": 14636"," """"name"""": """"india""""}"," {""""id"""": 15160"," """"name"""": """"divorce""""}"," {""""id"""": 192096"," """"name"""": """"bali""""}]""",en,Eat Pray Love,"Liz Gilbert had everything a modern woman is supposed to dream of having – a husband, a house and a successful career – yet like so many others, she found herself lost, confused and searching for what she really wanted in life. Newly divorced and at a crossroads, Gilbert steps out of her comfort zone, risking everything to change her life, embarking on a journey around the world that becomes a quest for self-discovery. In her travels, she discovers the true pleasure of nourishment by eating in Italy, the power of prayer in India and, finally and unexpectedly, the inner peace and balance of true love in Bali.",28.800112,"""[{""""name"""": """"Columbia Pictures"""""
60000000,"""[{""""id"""": 28"," """"name"""": """"Action""""}"," {""""id"""": 14"," """"name"""": """"Fantasy""""}"," {""""id"""": 12"," """"name"""": """"Adventure""""}]""",http://www.the-scorpion-king.com/,9334,"""[{""""id"""": 1160"," """"name"""": """"egypt""""}"," {""""id"""": 1530"," """"name"""": """"temple""""}]""",en,The Scorpion King,"In ancient Egypt, peasant Mathayus is hired to exact revenge on the powerful Memnon and the sorceress Cassandra, who are ready to overtake Balthazar's village. Amid betrayals, thieves, abductions and more, Mathayus strives to bring justice to his complicated world.",37.537093,"""[{""""name"""": """"Universal Pictures"""""," """"id"""": 33}"," {""""name"""": """"Kalima Productions GmbH & Co. KG"""""
60000000,"""[{""""id"""": 80"," """"name"""": """"Crime""""}"," {""""id"""": 18"," """"name"""": """"Drama""""}"," {""""id"""": 53"," """"name"""": """"Thriller""""}]""",http://www.jackreachermovie.com/,75780,"""[{""""id"""": 818"," """"name"""": """"based on novel""""}"," {""""id"""": 1589"," """"name"""": """"sniper""""}"," {""""id"""": 5340"," """"name"""": """"investigation""""}"," {""""id"""": 6149"," """"name"""": """"police""""}"," {""""id"""": 180124"," """"name"""": """"quarry""""}]""",en
60000000,"""[{""""id"""": 10402"," """"name"""": """"Music""""}"," {""""id"""": 99"," """"name"""": """"Documentary""""}]""",http://www.thisisit-movie.com,13576,"""[{""""id"""": 3490"," """"name"""": """"pop star""""}"," {""""id"""": 6027"," """"name"""": """"music""""}"," {""""id"""": 6029"," """"name"""": """"concert""""}"," {""""id"""": 179430"," """"name"""": """"aftercreditsstinger""""}"," {""""id"""": 179431"," """"name"""": """"duringcreditsstinger""""}]""",en,Michael Jackson's This Is It,"A compilation of interviews, rehearsals and backstage footage of Michael Jackson as he prepared for his series of sold-out shows in London."
60000000,"""[{""""id"""": 18"," """"name"""": """"Drama""""}"," {""""id"""": 53"," """"name"""": """"Thriller""""}"," {""""id"""": 878"," """"name"""": """"Science Fiction""""}]""",http://contagionmovie.warnerbros.com/,39538,"""[{""""id"""": 83"," """"name"""": """"saving the world""""}"," {""""id"""": 2766"," """"name"""": """"mutation""""}"," {""""id"""": 4884"," """"name"""": """"infection""""}"," {""""id"""": 6564"," """"name"""": """"terminal illness""""}"," {""""id"""": 6898"," """"name"""": """"quarantine""""}"," {""""id"""": 9744"
60000000,"""[{""""id"""": 16"," """"name"""": """"Animation""""}"," {""""id"""": 10751"," """"name"""": """"Family""""}]""",http://coraline.com/,14836,"""[{""""id"""": 1566"," """"name"""": """"dream""""}"," {""""id"""": 4484"," """"name"""": """"eye""""}"," {""""id"""": 10668"," """"name"""": """"stuffed animal""""}"," {""""id"""": 33465"," """"name"""": """"parallel world""""}"," {""""id"""": 33466"," """"name"""": """"button""""}"," {""""id"""": 33467"," """"name"""": """"new home""""}"," {""""id"""": 33468"
